ID,MEDCAUSE,COUNTY,CITY,ACC_DATE,ACCYR,MONTH,WEEKDAY,TIME,TOT_KILL,TOT_INJ,NO_PEDS,NUMVEHS,ROUTE_ID,MILEPOST,ST_FUNC,RUR_URB,V1CMPDIR,V1EVENT1,V1DIRCDE,ACCTYPE,V2CMPDIR,V2EVENT1,V2DIRCDE,SEVERITY,OBJECT1,OBJECT2,LOC_TYPE,RDSURF,LIGHT,LOC_CHAR,WKZONE,ALCFLAG,RODWYCLS,CITY_NAME,ACCESS_CONTROL,LANE_COUNT,MEDIAN_WIDTH,MEDIAN_BARRIER,ROAD_WIDTH,RIGHT_SHOULDER_WIDTH,LEFT_SHOULDER_SURFACE,LEFT_SHOULDER_WIDTH,SPECIAL_USE_LANE_ROAD_SIDE,SPEED_LIMIT,LANE_SURFACE_TYPE,TOTAL_AADT,DIVIDED_INDICATOR,SEATPOS_0,AGE_0,SEX_0,REST1_0,HELMET_0,DRASSESS_1,CONTRIB1_1,CONTRIB2_1,VEH_USE_1,DRV_ACTN_1,VEHCOND1_1,VEHCOND2_1,VEHCOND3_1,INTER_A_1,CMAXLES_1,DRAIRBAG_1,DRV_EJCT_1,SEATPOS_1,AGE_1,SEX_1,REST1_1,HELMET_1,DRASSESS_2,CONTRIB1_2,CONTRIB2_2,VEH_USE_2,DRV_ACTN_2,VEHCOND1_2,VEHCOND2_2,VEHCOND3_2,INTER_A_2,CMAXLES_2,DRAIRBAG_2,DRV_EJCT_2,SEATPOS_2,AGE_2,SEX_2,REST1_2,HELMET_2,DRASSESS_3,CONTRIB1_3,CONTRIB2_3,VEH_USE_3,DRV_ACTN_3,VEHCOND1_3,VEHCOND2_3,VEHCOND3_3,INTER_A_3,CMAXLES_3,DRAIRBAG_3,DRV_EJCT_3,ROUTE_MILEPOST
EC38196,0,17,75,12,2022,4,3,700,0,0,0,2,78,6.0,2,0,6,1,2,7,5,3,2,1,-1,-1,1,0,0,-1,-1,0,1,76,1,3,0,-1,36,0,-1,0,0,35,1,23000,0,0,51.0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,18.0,0,1,2,2,0,0,1,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78006.0
EC10861,0,8,30,7,2022,1,6,900,0,1,0,2,40,3.1,2,0,6,1,1,1,5,1,4,2,-1,-1,7,1,0,-1,-1,0,3,29,2,2,8,0,28,0,-1,0,0,25,1,3300,1,0,,0,2,2,0,8,0,0,1,0,0,0,0,0,3,0,0,57.0,1,1,4,0,0,0,2,1,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40003.1
EC67933,0,8,-1,22,2022,7,6,1000,0,0,0,1,39,0.49,0,0,5,1,0,3,6,4,3,0,6,-1,0,0,0,-1,-1,0,0,-1,-1,1,0,-1,16,8,1,4,0,0,1,0,0,0,,0,2,2,0,8,0,1,1,0,0,0,0,0,3,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39000.49
EC25243,0,17,8,26,2022,2,7,400,0,1,0,1,4,25.3,1,0,6,1,1,3,6,4,3,3,22,-1,0,0,1,-1,-1,1,5,8,0,5,48,3,57,9,1,6,3,60,1,123000,1,0,24.0,1,0,0,2,11,12,0,1,0,0,0,0,0,5,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4025.3
EC45209,0,0,2,30,2022,4,7,1100,0,3,0,3,4,12.63,1,0,4,1,0,0,4,3,0,2,-1,-1,0,0,0,-1,-1,0,5,2,0,7,45,3,84,10,2,6,3,60,0,169000,1,0,69.0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,68.0,1,1,2,0,0,0,1,4,0,0,0,0,0,1,1,1,22.0,2,1,0,0,0,0,0,2,1,0,0,0,0,1,1,4012.63
EC36714,0,22,-1,2,2022,4,7,100,1,2,0,2,60,7.86,5,1,7,2,0,1,3,3,2,5,-1,-1,4,1,1,-1,-1,0,7,-1,4,2,0,-1,24,8,-1,0,0,50,1,21000,0,1,72.0,1,2,0,0,6,0,1,3,0,0,0,0,0,4,1,1,80.0,1,1,2,2,0,0,2,5,0,0,0,0,0,2,3,1,64.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60007.86
EC24871,0,24,-1,23,2022,2,4,1400,0,0,0,2,105,0.16,3,1,4,2,3,4,3,3,0,1,-1,-1,1,0,0,-1,-1,0,7,-1,1,2,0,-1,24,7,-1,0,0,40,3,6000,0,0,79.0,1,0,0,2,0,0,0,3,0,0,0,0,0,6,0,0,57.0,1,1,2,2,0,0,1,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105000.16
EC09468,0,17,36,4,2022,1,3,600,0,1,0,3,47,2.24,0,0,1,10,1,0,5,3,2,2,-1,-1,0,1,3,-1,-1,0,5,36,0,4,10,1,48,10,-1,0,0,60,1,39000,1,0,54.0,2,2,0,3,14,0,0,18,0,0,0,0,0,0,0,1,27.0,0,3,2,0,0,0,1,5,0,0,0,0,0,1,1,1,35.0,2,3,0,0,0,0,0,6,1,0,0,0,0,4,1,47002.24
EC33454,0,0,-1,2,2022,3,4,1300,0,0,0,2,13,12.69,4,1,0,1,0,2,0,3,0,1,-1,-1,7,1,0,-1,-1,0,6,-1,4,4,0,-1,48,0,-1,0,0,50,1,13000,0,0,63.0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,33.0,1,1,2,0,0,0,1,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13012.69
EC19261,0,0,8,10,2022,2,5,800,0,0,0,2,4,24.74,1,0,6,1,1,0,7,2,2,1,-1,-1,0,0,0,-1,-1,0,5,8,0,4,16,1,48,12,-1,0,3,60,1,103000,1,0,25.0,2,0,0,2,10,2,0,1,10,0,0,0,0,0,0,0,42.0,0,1,2,2,0,0,1,3,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4024.74
EC25583,0,0,0,27,2022,2,1,2100,0,0,0,1,12,2.19,0,0,5,1,0,3,6,4,3,1,50,-1,0,1,1,1,0,0,5,0,0,4,20,-1,64,0,3,0,0,50,0,46000,1,0,42.0,1,0,0,0,3,0,0,1,0,0,0,0,0,5,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12002.19
EC29710,0,0,7,15,2022,3,3,1400,0,0,0,2,65,0.17,2,0,5,2,2,1,7,3,2,1,-1,-1,1,0,0,-1,-1,0,1,7,3,4,0,-1,45,0,-1,0,2,35,1,26000,0,0,18.0,1,0,0,2,0,0,0,3,0,0,0,0,0,3,0,0,18.0,0,1,2,2,0,0,2,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000.17
EC11128,0,28,-1,9,2022,1,1,700,0,0,0,1,57,50.81,4,1,5,1,1,12,6,4,3,1,-1,-1,0,3,2,-1,-1,0,7,-1,2,2,0,-1,24,4,-1,0,0,50,3,5500,0,0,16.0,1,0,0,2,3,0,1,1,0,0,0,0,0,0,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57050.81
EC21716,0,17,8,19,2022,2,7,1800,0,0,0,2,35,0.2,0,0,7,1,1,0,8,2,2,1,-1,-1,6,1,1,-1,-1,0,1,8,0,6,0,-1,72,0,-1,0,1,45,1,51000,0,0,21.0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,43.0,1,1,2,0,0,0,1,3,0,0,0,0,0,0,0,1,58.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35000.2
EC64171,0,8,-1,13,2022,7,4,1700,0,0,0,2,11,3.65,0,0,0,1,3,0,0,2,4,1,-1,-1,1,0,0,-1,-1,0,1,-1,1,4,0,-1,53,8,-1,0,0,50,1,27000,0,0,,1,2,2,0,2,0,0,1,0,0,0,0,0,3,0,0,42.0,1,1,2,0,0,0,2,2,0,0,0,0,0,1,1,2,10.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11003.65
EC37019,0,0,35,9,2022,4,7,1800,0,1,0,2,30,27.22,0,0,6,1,2,0,7,2,1,2,-1,-1,1,0,0,-1,-1,1,1,-1,3,4,0,-1,48,8,-1,0,0,40,1,3000,0,0,68.0,2,0,0,0,11,2,1,1,0,0,0,0,0,0,0,0,43.0,0,1,2,0,0,0,2,2,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30027.22
EC15425,0,0,-1,15,2022,1,7,1400,0,1,0,3,13,12.84,4,1,6,1,1,2,0,3,0,2,-1,-1,0,0,0,-1,-1,0,7,-1,4,2,0,-1,22,4,-1,0,0,50,1,13000,0,0,66.0,1,0,0,0,4,0,1,1,0,0,0,0,0,5,0,0,36.0,0,1,2,0,0,0,2,5,0,0,0,0,0,5,1,1,59.0,2,1,0,0,0,0,1,6,1,0,0,0,0,1,1,13012.84
EC31048,0,34,-1,19,2022,3,7,2300,0,0,0,1,151,0.5,3,1,0,1,0,6,6,4,3,1,1,-1,0,1,2,-1,-1,0,7,-1,2,2,0,-1,22,1,-1,0,0,50,1,770,0,0,17.0,1,0,0,0,6,0,1,1,0,0,0,0,0,0,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151000.5
EC37300,0,0,2,11,2022,4,2,600,0,0,0,3,4,9.47,1,0,0,1,0,0,0,3,0,1,-1,-1,2,0,0,-1,0,0,5,2,0,4,32,1,48,8,1,4,3,60,1,138000,1,0,27.0,1,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,25.0,0,1,2,0,0,0,1,4,0,0,0,0,0,1,1,2,17.0,2,4,0,0,0,0,3,6,1,0,0,1,1,0,0,4009.47
EC22487,0,15,22,22,2022,2,3,1000,0,1,0,2,54,92.93,0,0,6,3,1,4,1,3,1,3,-1,-1,1,3,0,-1,-1,0,5,22,0,4,40,2,48,10,1,4,0,55,0,21000,1,0,18.0,1,2,0,2,3,0,1,7,0,0,0,0,0,0,0,1,19.0,0,3,2,0,0,0,2,4,0,0,0,0,0,0,0,1,53.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,54092.93
EC19692,0,17,-1,26,2022,1,4,1900,0,0,0,2,78,7.53,2,0,4,6,1,4,4,3,2,1,-1,-1,0,0,2,-1,-1,0,3,-1,1,2,0,-1,22,8,-1,0,0,35,1,21000,0,0,33.0,1,0,0,2,5,0,0,12,0,0,0,0,0,6,0,0,39.0,0,1,2,2,0,0,2,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78007.53
EC34289,0,0,0,28,2022,3,2,700,0,0,0,1,6,0.79,1,0,4,1,0,13,6,4,3,1,-1,-1,0,0,0,-1,-1,0,0,0,-1,1,0,-1,20,6,2,6,0,0,0,0,0,0,29.0,1,0,0,0,10,0,0,1,2,0,0,0,0,0,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.79
EC24057,0,2,-1,22,2022,2,3,900,0,1,0,1,80,1.05,0,0,5,1,0,3,6,4,3,2,7,-1,0,0,0,-1,-1,0,3,-1,4,2,0,-1,22,4,-1,0,0,45,1,9700,0,0,52.0,2,0,0,2,24,0,0,1,0,0,0,0,0,5,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80001.05
EC68390,0,14,-1,16,2022,7,7,1100,0,1,0,1,126,6.85,3,1,6,1,1,3,6,4,3,3,26,-1,0,0,0,-1,-1,0,7,-1,1,2,0,-1,22,5,-1,0,0,45,1,1300,0,1,30.0,2,0,3,0,6,0,1,1,0,0,0,0,0,4,1,0,30.0,0,1,1,0,0,0,2,6,1,0,0,0,0,0,0,2,2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,126006.85
EC37997,0,0,104,18,2022,4,2,0,0,0,0,1,26,7.94,0,0,4,1,1,3,6,4,3,1,41,-1,0,0,1,-1,-1,0,1,107,2,4,0,-1,48,0,-1,0,1,40,1,38000,0,0,24.0,1,0,3,2,9,0,3,1,0,0,0,0,0,5,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26007.94
EC46690,0,16,24,16,2022,4,7,1900,0,0,0,2,19,22.94,0,0,6,1,1,0,7,2,2,1,-1,-1,1,0,0,-1,-1,0,2,24,6,4,16,2,52,0,-1,0,0,35,0,32000,1,0,17.0,1,0,0,2,17,2,1,1,0,0,0,0,0,0,0,1,37.0,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,1,41.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19022.94
EC16001,0,0,62,28,2022,1,6,1500,0,0,0,3,84,2.61,0,0,3,1,0,0,3,3,0,1,-1,-1,0,0,0,-1,-1,0,5,63,0,6,16,1,72,10,-1,0,0,60,1,117000,1,0,25.0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,32.0,1,1,2,0,0,0,2,5,0,0,0,0,0,1,1,1,35.0,1,1,0,0,3,0,0,6,1,0,0,0,0,3,1,84002.61
EC69952,0,0,104,28,2022,7,5,1500,0,0,0,2,26,7.19,0,0,5,1,0,0,1,2,0,1,-1,-1,6,0,0,-1,-1,0,1,107,2,4,0,-1,48,0,-1,0,1,40,1,46000,0,0,26.0,2,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,49.0,0,1,1,0,0,0,2,4,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26007.19
EC33815,0,0,72,1,2022,4,6,1400,0,0,0,3,84,2.01,0,0,5,1,0,0,1,2,0,1,-1,-1,0,0,0,-1,-1,0,5,83,0,5,16,3,60,10,-1,0,0,60,1,50000,1,1,25.0,2,0,0,0,6,0,1,1,0,0,0,0,0,4,1,0,32.0,0,1,2,0,0,0,2,3,0,0,0,0,0,1,1,1,17.0,2,1,0,0,3,0,1,6,1,0,0,0,0,1,1,84002.01
EC62213,0,3,-1,4,2022,7,2,800,0,0,0,1,45,14.87,3,1,1,1,1,3,6,4,3,1,2,29,0,0,0,-1,-1,0,7,-1,1,2,0,-1,22,2,-1,0,0,50,3,3600,0,0,17.0,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45014.87
EC10146,0,22,-1,9,2022,1,1,500,0,0,0,1,48,4.02,4,1,5,1,0,6,6,4,3,1,1,-1,0,0,2,-1,-1,0,7,-1,1,2,0,-1,24,4,-1,0,0,45,1,7200,0,0,36.0,1,0,0,2,12,0,0,1,0,0,0,0,0,0,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48004.02
EC37040,0,8,79,9,2022,4,7,2300,0,0,0,1,16,0.09,0,0,4,1,0,3,6,4,3,0,4,-1,0,1,1,-1,-1,0,0,81,-1,1,0,-1,16,8,-1,0,0,0,1,0,0,0,,0,2,0,2,3,0,0,1,0,0,0,0,0,0,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000.09
EC37612,0,0,0,10,2022,4,1,1300,0,0,0,2,6,6.75,1,0,6,0,1,5,7,3,2,1,-1,-1,0,0,0,-1,-1,0,0,0,0,1,0,-1,12,8,-1,0,4,60,0,29000,0,0,33.0,2,0,3,2,7,0,1,0,0,0,0,0,0,0,0,0,35.0,1,1,1,2,0,0,2,5,0,0,0,0,0,1,1,2,38.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6006.75
EC13156,0,17,-1,7,2022,1,6,1300,0,0,0,2,78,7.63,2,0,4,2,1,1,2,3,0,1,-1,-1,1,0,0,-1,-1,0,3,-1,1,2,0,-1,54,6,-1,0,0,35,1,21000,0,0,55.0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,67.0,0,1,2,2,0,0,1,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78007.63
EC30083,0,8,32,20,2022,3,1,1100,0,0,0,2,75,16.7,0,0,0,6,1,4,0,3,0,1,-1,-1,0,0,0,-1,-1,0,3,32,1,2,10,2,24,10,-1,0,0,45,1,23000,1,0,19.0,1,0,0,0,5,0,0,12,0,0,0,0,0,5,0,0,69.0,0,1,2,0,0,0,2,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75016.7
EC17037,0,23,39,31,2022,1,2,1700,0,0,0,2,46,18.81,0,0,4,4,1,2,4,3,2,1,-1,-1,0,0,0,-1,-1,0,3,39,3,2,0,-1,38,0,-1,0,0,40,1,8900,0,1,40.0,2,0,0,0,6,0,1,0,0,0,0,0,0,4,1,0,64.0,1,1,2,0,0,0,2,5,0,0,0,0,0,1,1,1,21.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46018.81
EC65257,0,8,-1,16,2022,7,7,1600,0,0,0,1,6,0.09,6,1,3,1,0,3,6,4,3,1,0,-1,0,0,0,-1,-1,0,9,-1,-1,1,0,-1,15,8,1,4,0,0,1,0,0,0,34.0,1,0,0,2,3,21,0,1,0,0,0,0,0,1,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.09
EC67481,0,0,2,23,2022,7,7,1500,0,0,0,2,4,14.08,1,0,6,4,1,2,7,3,2,1,-1,-1,0,0,0,-1,-1,0,5,2,0,6,16,1,72,10,-1,0,3,60,0,158000,1,0,27.0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,32.0,1,1,2,0,0,0,2,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4014.08
EC27586,0,4,19,22,2022,2,3,800,0,0,0,1,32,34.4,2,0,1,3,3,8,7,3,3,1,-1,-1,1,0,0,-1,-1,0,3,19,3,2,0,-1,58,0,-1,0,2,30,1,7100,0,0,29.0,1,0,0,0,6,0,0,7,0,0,0,0,0,0,0,4,,0,0,1,0,21,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32034.4
EC36932,0,21,-1,11,2022,4,2,500,0,0,0,1,74,2.56,4,1,3,1,0,6,6,4,3,1,10,-1,0,1,7,-1,-1,0,7,-1,7,2,0,-1,24,7,-1,0,0,60,1,3800,0,0,36.0,1,0,0,0,3,14,0,1,0,0,0,0,0,5,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74002.56
EC31550,0,22,53,23,2022,3,4,200,0,0,0,3,90,2.85,0,0,2,1,0,2,2,13,0,1,-1,-1,0,0,1,-1,-1,0,3,54,3,2,0,-1,56,0,-1,0,0,25,1,15000,0,0,60.0,2,0,0,0,17,0,1,1,0,0,0,0,0,0,0,0,,2,0,2,0,0,0,2,12,1,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,90002.85
EC12142,0,15,23,13,2022,1,5,1800,0,1,0,1,24,8.67,0,0,7,1,1,3,6,4,3,2,32,-1,0,0,2,1,-1,0,2,23,2,4,17,-1,62,0,0,0,0,50,1,21000,1,0,,0,0,0,0,25,20,0,1,0,0,0,0,0,1,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24008.67
EC26393,0,0,83,2,2022,3,4,2000,0,1,0,1,58,8.2,0,0,2,3,0,3,6,4,3,3,4,-1,4,1,1,-1,-1,0,1,87,2,5,0,-1,66,0,-1,0,1,45,1,30000,0,0,16.0,2,0,0,2,17,0,0,7,0,0,0,0,0,5,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58008.2
EC11742,0,3,56,9,2022,1,1,1700,0,1,0,1,79,2.78,1,0,0,1,0,3,6,4,3,2,11,-1,0,0,0,-1,-1,0,5,57,0,6,78,3,72,10,1,6,0,60,0,104000,1,0,67.0,2,0,0,0,4,14,0,1,0,0,0,0,0,1,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79002.78
EC29362,0,1,-1,8,2022,3,3,1900,0,0,0,2,3,249.98,0,0,1,4,1,2,5,3,2,1,-1,-1,2,0,1,-1,-1,0,1,-1,1,4,0,-1,61,0,-1,0,0,40,1,33000,0,0,,0,2,2,0,4,0,1,0,0,0,0,0,0,3,0,1,17.0,0,1,1,0,0,0,2,5,0,0,0,0,0,0,0,1,17.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3249.98
EC17306,0,0,62,3,2022,2,5,1000,0,0,0,1,6,0.35,1,0,4,1,0,6,6,4,3,1,1,-1,0,1,0,2,-1,0,0,63,-1,1,0,-1,17,8,1,4,0,0,1,0,0,0,54.0,1,0,0,2,3,0,0,6,0,0,0,0,0,0,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.35
EC17477,0,22,92,2,2022,2,4,1500,0,0,0,3,60,1.7,0,0,4,1,0,0,4,2,0,1,-1,-1,0,1,0,-1,-1,0,0,96,5,2,0,-1,24,8,-1,0,0,50,1,18000,0,0,16.0,1,0,3,2,6,0,1,1,0,0,0,0,0,0,0,0,,1,3,4,2,3,0,2,3,0,0,0,0,0,3,2,1,50.0,0,1,1,1,0,0,1,3,1,0,0,0,0,1,1,60001.7
EC67669,0,0,115,25,2022,7,2,800,0,0,0,2,30,24.12,0,0,2,2,1,1,4,3,0,1,-1,-1,4,0,0,-1,-1,0,3,30,3,2,0,-1,48,0,-1,0,0,30,1,18000,0,0,,0,2,2,0,4,0,0,3,0,0,0,0,0,3,0,0,47.0,1,1,1,2,0,0,2,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30024.12
EC45195,0,26,-1,30,2022,4,7,600,0,0,0,1,59,19.89,3,1,3,1,0,3,6,4,3,0,5,-1,0,1,0,-1,-1,0,7,-1,1,2,0,-1,22,4,-1,0,0,40,3,6700,0,0,37.0,1,2,2,0,3,0,0,1,0,0,0,0,0,0,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59019.89
EC35194,0,17,-1,6,2022,4,4,1600,0,0,0,2,26,0.37,0,0,3,1,0,0,3,2,0,1,-1,-1,6,0,0,-1,-1,0,0,-1,-1,1,0,-1,12,8,1,12,0,0,1,0,0,0,63.0,1,0,0,2,10,20,0,1,2,0,0,0,0,0,0,0,39.0,0,1,2,2,0,0,2,2,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000.37
EC26741,0,17,-1,18,2022,2,6,0,0,0,0,2,4,29.12,1,0,4,1,0,2,4,5,0,1,-1,-1,0,0,1,-1,-1,1,5,-1,0,7,40,1,84,10,1,10,3,60,1,118000,1,0,30.0,2,0,0,2,11,0,0,6,0,0,0,0,0,0,0,0,,2,0,2,0,0,0,2,12,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4029.12
EC66546,0,17,-1,20,2022,7,4,1700,0,0,0,2,4,28.5,1,0,4,1,0,0,4,3,0,1,-1,-1,0,0,0,-1,-1,0,5,-1,0,4,265,3,46,23,1,10,3,60,1,118000,1,0,37.0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,57.0,0,1,2,2,0,0,2,4,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4028.5
EC09211,0,16,44,6,2022,1,5,1600,0,0,0,1,34,35.73,0,0,4,1,1,3,6,4,3,1,11,-1,0,3,5,-1,-1,0,5,45,0,6,22,1,72,10,-1,0,0,60,0,75000,1,0,39.0,1,0,0,0,3,0,0,6,0,0,0,0,0,0,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34035.73
EC11598,0,11,-1,11,2022,1,3,1600,0,0,0,2,19,208.29,5,1,0,1,0,4,7,3,2,1,-1,-1,0,3,5,-1,-1,0,7,-1,4,2,0,-1,24,8,-1,0,0,60,1,8700,0,1,13.0,2,0,0,0,6,0,1,1,0,0,0,0,0,4,1,0,32.0,0,1,2,2,0,0,1,5,0,0,0,0,0,1,1,1,46.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19208.29
EC11634,0,8,30,3,2022,1,2,1100,0,0,0,1,6,0.04,7,0,1,1,0,3,6,4,3,1,11,-1,0,1,0,-1,0,0,4,29,-1,2,0,-1,30,0,-1,0,0,0,1,0,0,0,31.0,1,0,0,2,24,0,0,1,0,0,0,0,0,0,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.04
EC37683,0,0,29,15,2022,4,6,2200,0,0,0,2,4,2.0,1,0,5,0,0,5,1,3,0,1,-1,-1,0,0,1,-1,-1,0,5,28,0,5,16,1,60,8,-1,0,3,60,1,160000,1,0,44.0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,20.0,0,1,2,0,0,0,2,5,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4002.0
EC39202,0,0,29,20,2022,4,4,600,0,0,0,1,4,4.67,1,0,6,1,1,3,6,4,3,1,11,-1,0,0,3,-1,-1,0,5,28,0,4,16,1,48,8,-1,0,3,60,1,131000,1,0,21.0,1,0,0,2,12,20,0,1,0,0,0,0,0,1,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4004.67
EC27778,0,8,30,26,2022,2,7,2300,0,0,0,1,6,0.02,1,0,5,4,0,3,6,4,3,1,13,-1,0,1,7,-1,-1,0,0,29,-1,2,0,-1,24,8,2,6,0,0,0,0,0,0,18.0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,,2,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.02
EC43114,0,3,56,27,2022,4,4,2000,0,0,0,2,121,1.1,0,0,1,1,0,5,5,3,0,1,-1,3,0,0,0,-1,-1,0,0,57,-1,1,0,-1,14,8,1,12,0,0,1,0,0,0,19.0,1,0,0,2,28,0,1,1,0,0,0,0,0,5,0,0,40.0,0,1,2,2,18,0,1,5,0,0,0,0,0,5,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121001.1
