Unnamed: 0,MEDCAUSE,COUNTY,CITY,ACC_DATE,ACCYR,MONTH,WEEKDAY,TIME,TOT_KILL,TOT_INJ,NO_PEDS,NUMVEHS,ROUTE_ID,MILEPOST,ST_FUNC,RUR_URB,V1CMPDIR,V1EVENT1,V1DIRCDE,ACCTYPE,V2CMPDIR,V2EVENT1,V2DIRCDE,SEVERITY,OBJECT1,OBJECT2,LOC_TYPE,RDSURF,LIGHT,LOC_CHAR,WKZONE,ALCFLAG,RODWYCLS,CITY_NAME,ACCESS_CONTROL,LANE_COUNT,MEDIAN_WIDTH,MEDIAN_BARRIER,ROAD_WIDTH,RIGHT_SHOULDER_WIDTH,LEFT_SHOULDER_SURFACE,LEFT_SHOULDER_WIDTH,SPECIAL_USE_LANE_ROAD_SIDE,SPEED_LIMIT,LANE_SURFACE_TYPE,TOTAL_AADT,DIVIDED_INDICATOR,SEATPOS_0,AGE_0,SEX_0,REST1_0,HELMET_0,DRASSESS_1,CONTRIB1_1,CONTRIB2_1,VEH_USE_1,DRV_ACTN_1,VEHCOND1_1,VEHCOND2_1,VEHCOND3_1,INTER_A_1,CMAXLES_1,DRAIRBAG_1,DRV_EJCT_1,SEATPOS_1,AGE_1,SEX_1,REST1_1,HELMET_1,DRASSESS_2,CONTRIB1_2,CONTRIB2_2,VEH_USE_2,DRV_ACTN_2,VEHCOND1_2,VEHCOND2_2,VEHCOND3_2,INTER_A_2,CMAXLES_2,DRAIRBAG_2,DRV_EJCT_2,SEATPOS_2,AGE_2,SEX_2,REST1_2,HELMET_2,DRASSESS_3,CONTRIB1_3,CONTRIB2_3,VEH_USE_3,DRV_ACTN_3,VEHCOND1_3,VEHCOND2_3,VEHCOND3_3,INTER_A_3,CMAXLES_3,DRAIRBAG_3,DRV_EJCT_3,ROUTE_MILEPOST
3847949,0,0,0,26,2022,2,7,2000,0,0,0,2,6,0.11,0,0,5,1,0,0,1,2,0,1,-1,-1,1,1,1,0,-1,0,4,0,-1,4,0,-1,68,0,-1,0,1,0,1,0,0,1,19.0,1,0,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,0,18.0,1,0,-1,-1,-1,-1,1,2,0,-1,-1,-1,-1,-1,-1,1,28.0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6000.11
3850584,0,5,6,25,2022,2,6,900,0,0,0,2,8,0.6000000000000001,2,0,6,3,2,4,5,3,2,1,-1,-1,1,0,0,-1,-1,0,1,6,2,4,0,-1,48,0,-1,0,2,35,1,27000,0,0,65.0,0,0,-1,1,6,-1,-1,4,0,-1,-1,-1,-1,2,0,0,66.0,0,0,-1,1,-1,-1,-1,5,0,-1,-1,-1,-1,0,0,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8000.6
3873126,0,0,7,8,2022,2,3,2100,0,0,0,2,18,5.77,0,0,5,2,2,4,7,3,2,1,-1,-1,5,0,1,-1,-1,0,1,7,1,4,0,-1,57,0,-1,0,0,30,1,19000,0,0,37.90904855092722,-1,-1,-1,-1,7,-1,-1,3,0,-1,-1,-1,-1,-1,-1,0,40.0,0,0,-1,-1,-1,-1,1,5,0,-1,-1,-1,-1,3,0,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18005.77
3875775,0,12,13,18,2022,2,6,2100,0,0,0,2,20,6.0,2,0,6,1,2,4,5,3,2,1,-1,-1,1,0,1,-1,-1,0,3,13,3,2,0,-1,28,0,-1,0,2,35,1,11000,0,0,56.0,1,0,-1,1,-1,-1,0,4,0,-1,-1,-1,-1,4,0,0,51.0,1,0,-1,1,-1,-1,-1,5,0,-1,-1,-1,-1,0,0,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20006.0
3878184,0,14,16,12,2022,2,7,2100,0,0,0,2,22,2.34,3,1,5,1,1,2,5,3,0,1,-1,-1,0,0,6,-1,-1,0,7,16,3,2,0,-1,26,2,-1,0,0,25,1,5800,0,0,57.0,0,0,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,0,0,1,52.0,0,0,-1,-1,-1,-1,-1,5,0,-1,-1,-1,-1,-1,-1,0,26.0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22002.34
3878206,0,14,16,25,2022,2,6,1600,0,0,0,2,22,1.82,3,1,1,1,0,0,5,2,0,1,-1,-1,0,0,0,-1,-1,0,7,16,3,2,0,-1,60,0,-1,0,2,25,1,6400,0,0,18.0,0,2,-1,1,2,-1,0,1,-1,-1,-1,-1,-1,0,0,1,47.0,1,2,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,0,45.0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22001.82
3890934,0,0,0,24,2022,2,5,2100,0,0,0,2,12,0.02,0,0,6,1,0,4,1,1,4,0,-1,-1,1,0,1,-1,0,0,4,0,-1,4,0,-1,76,0,-1,0,0,0,0,0,0,0,37.90904855092722,-1,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,26.0,1,2,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12000.02
3893678,0,0,0,12,2022,2,7,1500,0,0,1,1,26,3.47,0,0,1,2,2,8,1,3,3,1,-1,-1,1,0,0,-1,-1,0,1,0,2,4,0,-1,57,0,-1,0,0,30,1,35000,0,0,19.0,1,0,-1,2,1,3,-1,3,0,-1,-1,-1,-1,0,0,1,19.0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,36.519301595962354,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26003.47
3893805,0,0,0,22,2022,2,3,1400,0,1,0,2,26,1.45,0,0,6,1,1,9,0,3,0,3,-1,-1,0,0,0,-1,-1,0,1,0,2,4,0,-1,53,0,-1,0,2,35,1,33000,0,0,28.0,0,0,-1,-1,14,-1,0,1,1,-1,-1,-1,-1,4,0,0,76.0,1,0,-1,-1,-1,-1,-1,5,0,-1,-1,-1,-1,4,0,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26001.45
3898420,0,0,0,5,2022,2,7,1800,0,1,1,1,6,0.78,2,0,0,2,1,8,2,3,3,3,-1,-1,1,0,1,-1,-1,0,4,0,-1,2,0,-1,40,0,-1,0,0,0,1,0,0,0,37.90904855092722,-1,2,-1,-1,7,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,2,91.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6000.78
3898568,0,0,0,7,2022,2,2,1100,0,0,0,1,6,0.13,1,0,3,1,0,6,6,4,3,1,10,-1,0,1,0,-1,-1,0,0,0,-1,1,0,-1,24,1,1,4,0,0,1,0,0,0,35.0,0,2,-1,-1,3,13,-1,5,0,-1,-1,-1,-1,-1,-1,-1,39.07914636195597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6000.13
3900002,0,0,0,5,2022,2,7,400,0,1,0,1,6,0.17,1,0,4,1,0,3,6,4,3,3,2,-1,0,1,1,-1,-1,0,0,0,-1,1,0,-1,21,0,0,0,0,0,0,0,0,0,37.0,0,0,-1,1,11,-1,2,1,0,-1,-1,-1,-1,1,0,-1,39.07914636195597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6000.17
3903778,0,1,1,13,2022,2,1,1600,0,0,0,2,3,247.98,0,0,2,2,0,5,2,3,0,1,-1,-1,1,0,0,-1,-1,0,3,1,2,2,0,-1,52,0,-1,0,0,35,1,13000,0,0,32.0,1,0,-1,-1,-1,-1,0,3,0,-1,-1,-1,-1,0,0,0,39.0,1,0,-1,-1,-1,-1,1,5,0,-1,-1,-1,-1,0,0,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3247.98
3903784,0,1,1,22,2022,2,3,1500,0,1,0,1,3,244.02,0,0,1,1,1,3,6,4,3,4,15,5,0,0,0,-1,-1,0,3,1,4,2,0,-1,24,7,-1,0,0,50,1,12000,0,0,26.0,1,0,-1,-1,11,-1,0,1,0,-1,-1,-1,-1,4,0,-1,39.07914636195597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3244.02
3903786,0,1,1,24,2022,2,5,0,0,0,0,1,3,1.58,0,0,4,1,0,3,6,4,3,0,7,6,0,2,1,-1,-1,0,3,1,2,2,0,-1,40,0,-1,0,0,35,1,12000,0,0,37.90904855092722,-1,2,-1,-1,4,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,39.07914636195597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3001.58
EC16454,0,1,1,1,2022,2,3,800,0,0,0,2,3,247.59,0,0,2,1,0,1,8,1,1,1,-1,-1,1,0,0,-1,-1,0,3,1,2,2,0,-1,52,0,-1,0,0,35,1,13000,0,0,53.0,0,0,-1,-1,12,-1,0,1,0,-1,-1,-1,-1,0,0,0,67.0,0,0,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,0,0,1,66.0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3247.59
EC16510,0,17,88,1,2022,2,3,800,0,0,0,2,69,27.0,0,0,2,2,0,7,4,3,2,1,-1,-1,1,0,0,-1,-1,0,1,78,2,4,0,-1,45,0,-1,0,2,40,1,20000,0,0,47.0,0,0,-1,1,0,-1,-1,3,0,-1,-1,-1,-1,0,0,0,50.0,1,0,-1,1,-1,-1,1,5,0,-1,-1,-1,-1,0,0,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69027.0
EC16515,0,8,-1,1,2022,2,3,1400,0,2,0,2,39,0.63,0,0,7,1,0,0,8,3,0,3,-1,-1,0,0,0,-1,-1,0,5,-1,0,6,16,1,72,10,-1,0,1,60,1,107000,1,0,20.0,1,2,-1,1,2,-1,-1,1,0,-1,-1,-1,-1,4,0,1,32.0,0,2,-1,-1,-1,-1,1,4,0,-1,-1,-1,-1,-1,-1,0,30.0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39000.63
EC16579,0,0,29,1,2022,2,3,1800,0,1,0,3,11,27.26,0,0,0,1,0,0,0,2,0,2,-1,-1,0,0,2,-1,-1,0,5,28,0,6,18,1,71,10,-1,0,0,45,1,124000,1,0,44.0,0,0,-1,1,2,-1,-1,1,0,-1,-1,-1,-1,1,0,0,53.0,0,0,-1,1,-1,-1,-1,3,0,-1,-1,-1,-1,0,0,0,21.0,1,0,-1,0,-1,-1,0,2,0,-1,-1,-1,-1,0,0,11027.26
EC16581,0,0,29,1,2022,2,3,2000,0,0,0,2,11,27.27,0,0,0,4,0,2,0,3,0,1,-1,26,0,1,7,-1,-1,0,5,28,0,6,18,1,71,10,-1,0,0,45,1,124000,1,0,35.0,0,0,-1,1,6,-1,-1,0,0,-1,-1,-1,-1,4,0,0,30.0,0,0,-1,1,-1,-1,-1,5,0,-1,-1,-1,-1,0,0,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11027.27
EC16590,0,18,27,1,2022,2,3,1400,0,0,0,2,36,0.11,2,0,2,0,0,5,2,3,0,1,-1,-1,0,1,0,-1,-1,0,3,26,3,2,0,-1,40,0,-1,0,0,30,1,4900,0,0,52.0,-1,0,-1,-1,6,-1,0,0,0,-1,-1,-1,-1,0,0,1,57.0,1,0,-1,-1,-1,-1,-1,5,0,-1,-1,-1,-1,-1,-1,0,62.0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36000.11
EC16639,0,17,68,1,2022,2,3,1900,0,1,0,2,87,6.63,2,0,5,2,0,3,6,4,3,3,4,-1,1,0,1,-1,-1,0,2,69,1,5,1,0,72,0,-1,0,1,35,1,32000,1,0,29.0,0,0,2,2,13,-1,0,3,0,-1,-1,-1,-1,4,0,0,66.0,0,0,1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,0,0,1,66.0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87006.63
EC16651,0,8,102,2,2022,2,4,1100,0,0,0,2,16,11.88,0,0,5,1,0,1,5,1,2,1,-1,-1,1,0,0,-1,-1,0,3,105,1,2,0,-1,24,8,-1,0,0,35,1,19000,0,0,79.0,0,0,-1,-1,1,-1,0,6,0,-1,-1,-1,-1,0,0,0,26.0,1,0,-1,-1,7,-1,-1,1,0,-1,-1,-1,-1,0,0,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16011.88
EC16656,0,15,23,1,2022,2,3,1700,0,2,0,3,24,8.34,0,0,5,1,0,0,1,2,0,2,-1,-1,6,0,1,-1,-1,0,1,23,2,4,0,-1,60,6,-1,0,0,50,1,19000,0,0,64.0,1,0,-1,-1,3,7,-1,1,0,-1,-1,-1,-1,1,0,0,62.0,0,0,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,0,0,0,56.0,1,0,-1,-1,-1,-1,-1,6,0,-1,-1,-1,-1,0,0,24008.34
EC16695,0,5,-1,2,2022,2,4,300,0,0,0,1,6,0.03,6,1,4,1,0,3,6,4,3,1,13,-1,0,0,2,1,-1,1,9,-1,-1,1,0,-1,15,8,1,5,0,0,1,0,0,0,39.0,0,0,-1,1,10,24,-1,6,0,-1,-1,-1,-1,5,0,-1,39.07914636195597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6000.03
EC16706,0,15,23,1,2022,2,3,1900,0,1,0,2,24,9.9,0,0,1,1,1,0,5,6,2,2,-1,26,4,0,1,-1,-1,0,1,23,2,4,0,-1,44,6,-1,0,2,50,1,20000,0,1,6.0,1,0,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1,0,36.0,0,0,-1,1,-1,-1,-1,7,0,-1,-1,-1,-1,0,0,0,17.0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24009.9
EC16715,0,8,34,1,2022,2,3,1600,0,0,0,2,11,6.56,0,0,5,1,0,0,1,3,0,1,-1,-1,0,0,0,-1,-1,0,5,34,1,4,84,6,48,10,1,4,0,60,1,35000,1,0,39.0,1,0,-1,-1,8,1,-1,1,0,-1,-1,-1,-1,0,0,0,41.0,0,0,-1,-1,6,-1,3,5,0,-1,-1,-1,-1,0,0,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11006.56
EC16725,0,17,-1,1,2022,2,3,1700,0,0,0,2,78,8.69,2,0,4,1,1,0,4,3,2,1,-1,-1,6,0,5,-1,-1,0,3,-1,1,2,0,-1,22,5,-1,0,0,35,1,18000,0,0,39.0,0,0,-1,1,3,-1,-1,1,0,-1,-1,-1,-1,0,0,0,35.0,1,0,-1,1,-1,-1,1,4,0,-1,-1,-1,-1,0,0,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78008.69
EC16762,0,3,56,1,2022,2,3,1100,0,1,0,1,109,0.6000000000000001,0,0,1,1,1,3,6,4,3,2,4,-1,0,0,0,-1,-1,0,3,57,3,2,0,-1,44,0,-1,0,1,35,1,5900,0,0,69.0,0,0,-1,1,7,-1,-1,1,0,-1,-1,-1,-1,1,0,-1,39.07914636195597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109000.6
EC16766,0,3,56,2,2022,2,4,1800,0,1,1,1,109,0.28,0,0,0,3,3,8,0,3,4,2,-1,-1,1,1,1,-1,-1,0,1,57,3,3,0,-1,60,0,-1,0,0,25,1,12000,0,0,44.0,0,2,-1,1,-1,-1,0,7,0,-1,-1,-1,-1,0,0,2,40.0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109000.28
EC16787,0,15,23,1,2022,2,3,2000,0,0,0,2,27,0.01,0,0,1,1,1,0,5,2,2,1,-1,-1,1,0,1,-1,-1,0,4,23,-1,4,12,0,75,0,-1,0,0,0,1,0,1,0,37.90904855092722,-1,2,1,-1,4,-1,0,1,0,-1,-1,-1,-1,3,0,0,40.0,1,0,1,1,-1,-1,1,2,0,-1,-1,-1,-1,0,0,1,12.0,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27000.01
EC16806,0,24,-1,1,2022,2,3,1800,0,0,0,1,69,4.7,5,1,2,1,0,10,6,4,3,1,-1,-1,0,0,2,-1,-1,0,9,-1,5,2,0,-1,22,0,-1,0,1,60,1,8700,0,0,26.0,1,0,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,0,0,-1,39.07914636195597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69004.7
EC16807,0,1,-1,1,2022,2,3,600,0,0,0,2,3,272.04,5,1,3,1,0,5,3,3,0,1,-1,-1,2,0,2,-1,-1,0,7,-1,4,2,0,-1,24,0,-1,0,1,55,1,15000,0,0,37.0,0,0,-1,1,0,-1,-1,1,0,-1,-1,-1,-1,0,0,0,70.0,1,0,-1,1,-1,-1,1,4,0,-1,-1,-1,-1,0,0,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3272.04
EC16808,0,1,-1,2,2022,2,4,1700,0,0,0,2,3,273.62,5,1,0,3,3,7,1,3,0,1,-1,16,1,0,1,-1,-1,0,7,-1,4,2,0,-1,24,8,-1,0,0,55,1,14000,0,0,21.0,1,0,-1,1,0,-1,0,7,0,-1,-1,-1,-1,0,0,0,25.0,0,0,-1,1,-1,-1,-1,5,0,-1,-1,-1,-1,4,0,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3273.62
EC16824,0,3,56,1,2022,2,3,500,0,0,0,1,79,0.07,1,0,4,1,0,3,6,4,3,0,22,-1,0,1,6,-1,-1,0,0,57,-1,1,0,-1,16,8,1,4,0,0,1,0,0,0,37.90904855092722,-1,2,1,1,3,5,-1,1,0,-1,-1,-1,-1,3,1,-1,39.07914636195597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79000.07
