Unnamed: 0,MEDCAUSE,COUNTY,CITY,ACC_DATE,ACCYR,MONTH,WEEKDAY,TIME,TOT_KILL,TOT_INJ,NO_PEDS,NUMVEHS,ROUTE_ID,MILEPOST,ST_FUNC,RUR_URB,V1CMPDIR,V1EVENT1,V1DIRCDE,ACCTYPE,V2CMPDIR,V2EVENT1,V2DIRCDE,SEVERITY,OBJECT1,OBJECT2,LOC_TYPE,RDSURF,LIGHT,LOC_CHAR,WKZONE,ALCFLAG,RODWYCLS,CITY_NAME,ACCESS_CONTROL,LANE_COUNT,MEDIAN_WIDTH,MEDIAN_BARRIER,ROAD_WIDTH,RIGHT_SHOULDER_WIDTH,LEFT_SHOULDER_SURFACE,LEFT_SHOULDER_WIDTH,SPECIAL_USE_LANE_ROAD_SIDE,SPEED_LIMIT,LANE_SURFACE_TYPE,TOTAL_AADT,DIVIDED_INDICATOR,SEATPOS_0,AGE_0,SEX_0,REST1_0,HELMET_0,DRASSESS_1,CONTRIB1_1,CONTRIB2_1,VEH_USE_1,DRV_ACTN_1,VEHCOND1_1,VEHCOND2_1,VEHCOND3_1,INTER_A_1,CMAXLES_1,DRAIRBAG_1,DRV_EJCT_1,SEATPOS_1,AGE_1,SEX_1,REST1_1,HELMET_1,DRASSESS_2,CONTRIB1_2,CONTRIB2_2,VEH_USE_2,DRV_ACTN_2,VEHCOND1_2,VEHCOND2_2,VEHCOND3_2,INTER_A_2,CMAXLES_2,DRAIRBAG_2,DRV_EJCT_2,SEATPOS_2,AGE_2,SEX_2,REST1_2,HELMET_2,DRASSESS_3,CONTRIB1_3,CONTRIB2_3,VEH_USE_3,DRV_ACTN_3,VEHCOND1_3,VEHCOND2_3,VEHCOND3_3,INTER_A_3,CMAXLES_3,DRAIRBAG_3,DRV_EJCT_3,ROUTE_MILEPOST
3834502,0,0,0,8,2022,11,3,1000,0,0,0,2,1,1.56,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,-1,0,0,0,0,2,0,-1,32,0,-1,0,0,45,0,17000,0,0,19.0,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,51.0,0,-1,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1001.56
3836138,0,0,0,18,2022,11,6,900,0,0,0,2,2,1.23,0,0,2,1,2,0,2,2,1,1,-1,-1,1,0,0,-1,-1,0,2,0,1,4,10,0,46,0,-1,0,0,30,1,32000,1,0,92.0,0,0,-1,-1,2,-1,-1,1,0,-1,-1,-1,-1,1,0,1,4.0,1,1,-1,-1,-1,-1,1,2,0,-1,-1,-1,-1,-1,-1,0,45.0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2001.23
3836972,0,0,0,2,2022,11,4,1500,0,0,0,2,1,0.08,0,0,2,1,0,0,2,2,0,1,-1,-1,1,0,0,-1,-1,0,0,0,-1,1,0,-1,19,0,-1,0,0,0,1,0,0,0,38.0,0,0,-1,0,3,-1,-1,1,0,-1,-1,-1,-1,0,0,1,39.07914636195597,-1,0,-1,0,-1,-1,1,3,0,-1,-1,-1,-1,0,0,0,49.0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1000.08
3850532,0,5,6,6,2022,11,1,1800,0,1,0,2,8,2.8,2,0,0,2,3,1,5,3,2,2,-1,-1,4,1,2,-1,-1,0,3,6,4,2,0,-1,34,0,-1,0,0,45,1,8800,0,1,58.0,0,0,-1,-1,-1,-1,0,3,-1,-1,-1,-1,-1,-1,-1,0,61.0,1,4,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,0,0,0,72.0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8002.8
3851000,0,5,6,14,2022,11,2,800,0,0,0,2,8,1.03,2,0,5,1,0,0,1,2,0,1,-1,-1,1,0,0,-1,-1,0,1,6,2,4,0,-1,60,0,-1,0,0,35,1,21000,0,0,26.0,0,0,-1,1,2,-1,0,1,0,-1,-1,-1,-1,0,0,1,21.0,0,0,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,0,60.0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8001.03
3880298,0,12,13,2,2022,11,4,1400,0,0,0,2,20,5.89,2,0,1,5,1,0,5,3,2,1,-1,-1,6,0,0,-1,-1,0,3,13,3,2,0,-1,28,0,-1,0,2,35,1,11000,0,0,71.0,0,0,-1,-1,12,-1,-1,9,0,-1,-1,-1,-1,0,0,1,73.0,1,0,-1,-1,1,-1,-1,5,0,-1,-1,-1,-1,0,0,0,22.0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20005.89
3880299,0,12,13,8,2022,11,3,800,0,2,0,2,20,5.88,2,0,6,5,2,0,7,3,1,2,-1,-1,1,3,0,3,-1,0,3,13,3,2,0,-1,28,0,-1,0,2,35,1,11000,0,0,36.0,0,0,-1,-1,-1,-1,-1,10,0,-1,-1,-1,-1,0,0,1,21.0,0,2,-1,-1,1,-1,1,5,0,-1,-1,-1,-1,0,0,1,43.0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20005.88
3880300,0,12,13,17,2022,11,5,1700,0,0,0,2,20,5.06,2,0,0,0,0,5,0,3,0,1,-1,-1,0,1,0,-1,-1,0,3,13,3,2,0,-1,56,0,-1,0,0,25,1,10000,0,0,75.0,0,0,-1,-1,6,7,-1,11,0,-1,-1,-1,-1,0,0,0,68.0,1,0,-1,-1,-1,-1,1,5,0,-1,-1,-1,-1,0,0,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20005.06
3880303,0,12,13,22,2022,11,3,1500,0,0,0,2,20,6.0,2,0,5,1,0,4,0,3,4,1,-1,-1,1,2,0,-1,-1,0,3,13,3,2,0,-1,28,0,-1,0,2,35,1,11000,0,0,21.0,0,0,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,0,0,0,45.0,0,2,-1,-1,-1,-1,1,5,0,-1,-1,-1,-1,0,0,-1,36.519301595962354,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20006.0
3891698,0,13,14,10,2022,11,5,1300,0,2,0,2,21,0.4,5,1,6,0,0,5,7,3,0,2,-1,-1,0,0,0,-1,-1,0,7,14,3,2,0,-1,42,0,-1,0,1,25,1,5000,0,0,27.0,0,0,-1,1,6,-1,0,0,0,-1,-1,-1,-1,0,0,1,19.0,1,0,-1,-1,-1,-1,1,5,0,-1,-1,-1,-1,-1,-1,0,20.0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21000.4
